date,username,content,retweets,likes
2022-07-14 06:21:51+00:00,CMShehbaz,Congratulations to our Finance &amp; Foreign Office teams led ably by Ministers Miftah Ismail &amp; Bilawal Bhutto for their efforts in getting the IMF program revived. It was a great team work. The Agreement with the Fund has set the stage to bring country out of economic difficulties.,1533,6578
2022-07-13 05:12:18+00:00,CMShehbaz,Kashmir Martyrs' Day is a reminder of sacrifices Kashmiris have rendered for their inalienable &amp; UN-sanctioned right to self-determination. The flame of freedom from the Indian yoke has been kept alive by the generations of Kashmiris in the face of Indian tyranny &amp; oppression.,602,2366
2022-07-12 17:08:41+00:00,CMShehbaz,"I have ordered Ministries of Petroleum &amp; Finance to pass on the reduction in the prices of POL products in the international market to people. They have faced economic difficulties &amp; the relief is their right. With Allah's grace, we will continue to bring ease in their lives, IA.",1442,7547
2022-07-12 09:25:26+00:00,ImranKhanPTI,Rains have once again exposed 14 years corrupt rule of Zardari &amp; family in Sindh. This is a classic example of how Corruption ruins Governance. Money given to Karachi ended up in Fake Accounts and invested in Dubai properties. This nexus of evil must be brought to an end.,14029,41446
2022-07-11 13:43:05+00:00,ImranKhanPTI,Flooding of Karachi bec of rains again a reflection of PPP's 14 yrs of corruption &amp; mismanagement in governing Sindh. My govt had given Rs35bn to clean &amp; reconstruct major nullahs but prov govt failed to perform it's task of improving solid waste disposal &amp; cleaning minor nullahs,13833,39856
2022-07-11 12:56:13+00:00,CMShehbaz,"World Population Day, being observed today, underlines our shared challenge of rendering populations into demographic dividends through policies that ensure socio-economic rights. We r working toward aligning our development priorities with needs of our people on long-term basis.",350,1664
2022-07-11 08:02:22+00:00,CMShehbaz,Just spoke to CM Syed Murad Ali Shah. Deeply saddened by the tragic losses due to torrential rains in Karachi. I am confident that Sindh govt will rise to the occasion &amp; bring life back to normal under the able leadership of CM Sindh. Have offered to extend every possible support,767,3987
2022-07-10 03:16:17+00:00,ImranKhanPTI,"Wishing Muslims everywhere Eid Mubarak. As we celebrate &amp; thank Allah for his blessings this Eid that commemorates sacrifice, let us remember &amp; pray for those who are without their loved ones &amp; for the people of IIOJK &amp; Palestine suffering oppression under brutal Occupation.",21354,77097
2022-07-09 17:57:33+00:00,ImranKhanPTI,But all this is doing is stoking a dangerous slide into anarchy by pitting the people against the govt. #PakistanUnderFascism,8057,23995
2022-07-08 10:20:41+00:00,CMShehbaz,"I extend my profound condolences over the sad demise of former Japanese Prime Minister Shinzo Abe. He made invaluable contributions to the Pakistan-Japan relationship. Our prayers are with bereaved family. At this difficult time, we stand in solidarity with the people of Japan.",427,1903
2022-07-08 10:14:11+00:00,CMShehbaz,Indian occupation forces martyred Burhan Wani this day in 2016 but could never extinguish flame of freedom he ignited in the hearts &amp; minds of the people of IIOJK. His heroic struggle against ruthless &amp; illegal occupation continues to inspire the Kashmiri youth &amp; blaze their path,902,3499
2022-07-08 06:28:47+00:00,CMShehbaz,"Deeply shocked to hear the sad news of an attack on former Japanese Prime Minister Shinzo Abe. We send our prayers &amp; best wishes for his early recovery &amp; good health. Our thoughts are with him, his family, and the people of Japan.",467,2659
2022-07-08 05:43:39+00:00,ImranKhanPTI,"I am afraid neither the PDM parties, who have perfected the art of rigging over the years want free and fair elections, nor does our Establishment.",11506,30962
2022-07-07 09:15:00+00:00,CMShehbaz,"I was briefed about the key solar energy initiatives earlier today. Coalition govt will soon introduce the country's first comprehensive solar policy after approval of the CCI. Solar energy will drastically cut fuel imports, bring down cost of electricity &amp; provide clean energy.",835,4019
2022-07-06 10:58:57+00:00,CMShehbaz,"In a meeting today, I ordered inquiry into criminal delay in Gwadar Breakwater project. It baffles mind how PTI govt ignored it despite availability of $445m grant, $484m soft loan &amp; feasibility. From energy to infrastructure, every project under PTI suffered costly delays.",1019,3924
2022-07-06 09:58:43+00:00,ImranKhanPTI,Unless we all unite and stand up against this fascism it will be the end of democracy and freedom in Pakistan.,11390,31329
2022-07-06 09:58:42+00:00,ImranKhanPTI,All those who support democracy &amp; the right to freedom of expression as enshrined in our Constitution must come out &amp; protest against arrest of @ImranRiazKhan &amp; ongoing violence &amp; targeting of journalists incl @ayazamir &amp; many others just to instil fear &amp; silence critical voices.,18561,48901
2022-07-05 19:11:21+00:00,ImranKhanPTI,"I strongly condemn the arbitrary arrest of @ImranRiazKhan by Punjab police tonight. The country is descending into fascism just to make our nation accept an Imported Govt comprising of mega crooks. It is time for everyone, esp the media, to unite &amp; stand up against this fascism.",37783,86865
2022-07-05 10:56:33+00:00,ImranKhanPTI,"This was despite the sharp slow down after regime change conspiracy operationalised. In July '21-March '22, under PTI Govt exports grew 27%. In June under cabal of crooks export growth slowed to 5.8%. #امپورٹڈ_حکومت_نامنظور",8037,22374
2022-07-05 10:56:32+00:00,ImranKhanPTI,"The nation continues to suffer crushing economic cost of Imported Govt brought in thru US regime change conspiracy at a time when our govt had stabilised the economy. Exports, which stagnated in previous PMLN Govt at $25 bn, crossed $30 bn for the first time this yr to $31.76 bn",14333,40943
2022-07-04 03:43:43+00:00,CMShehbaz,It is my pleasure to extend heartiest felicitations &amp; greetings to the people &amp; government of the United States on their Independence Day. My govt looks forward to engaging with the Biden Administration at all levels to promote our bilateral relations including trade &amp; investment,630,3290
2022-07-02 04:52:45+00:00,CMShehbaz,"I strongly condemn the attack on senior journalist/analyst Ayaz Amir. Such attacks on media persons are totally unacceptable in a democratic society. On my directions, Punjab Chief Minister has ordered a high-level inquiry into the sad incident to bring perpetrators to justice.",560,3403
2022-07-01 17:52:26+00:00,ImranKhanPTI,"I condemn in strongest terms the violence against senior journalist Ayaz Amir today in Lahore. Pak  descending into the worst kind of fascism with violence &amp; fake FIRs against journalists,opp politicians, citizens.When the State loses all moral authority it resorts to violence.",19788,54674
2022-07-01 13:27:59+00:00,CMShehbaz,"I commend performance of FBR for achieving tax collection target of Rs. 6.1 trillion. This sets a good example for other ministries to step up to the plate. My congratulations to Finance Minister Miftah Ismail, MOS Dr Ayesha Pasha, Chairman FBR &amp; his team. We still have to go far",589,3368
2022-07-01 10:37:06+00:00,ImranKhanPTI,InshaAllah tomorrow will be our historic Islamabad jalsa at Parade Ground against Imported govt's pol destabilisation &amp; crushing our people under the burden of excessive loadshedding in peak of summer &amp; spiralling fuel prices. I will be leading a rally from Pindi to Parade Ground,16884,51581
2022-07-01 09:33:28+00:00,CMShehbaz,"I extend my heartiest congratulations to H.E. President Xi Jinping, the government &amp; people of China on the 25th anniversary of the return of Hong Kong to China. Hong Kong is the perfect example of the successful implementation of ""One country, two systems"".",487,2497
2022-06-30 13:24:07+00:00,CMShehbaz,"Pakistan would extend all possible support to Chinese investors with competitive incentives in all sectors particularly in renewable energy,access to high-quality infrastructure &amp; foolproof security arrangements. Enhanced people-to-people contact remains at core of our friendship",108,497
2022-06-30 13:23:01+00:00,CMShehbaz,"While highlighting growing bilateral trade &amp; financial linkages between our two friendly countries, I underscored the immense importance Pakistan attaches to strategic ML-1 railway, Babusar Tunnel, Karachi Circular Railway &amp; desalination plant in Karachi.",123,566
2022-06-30 13:22:20+00:00,CMShehbaz,"Had very productive discussions with H.E. Mr Jang Jiechi, Member of Politburo of Communist Party of China yesterday. The visit represented continuation of high-level exchanges &amp; reflected our mutual desire to further strengthen our All-Weather Strategic Cooperative Partnership.",387,1820
2022-06-29 05:18:38+00:00,CMShehbaz,"Federal Cabinet has approved changes in visa regime for Afghan nationals. Now our embassies will process their visa applications on the basis of their current nationality. Secondly, Afghan drivers &amp; transporters will get multiple visa for a period of up to 1 year within 48 hours.",482,2426
2022-06-28 05:19:18+00:00,CMShehbaz,Turnaround Pakistan Conference where I will speak shortly is an expression of our intent to encourage our best brains to deliberate on the economic challenges &amp; share their perspectives. We are determined to get Pakistan out of economic troubles on to the path of stabilisation.,463,2218
2022-06-27 11:41:20+00:00,ImranKhanPTI,On 2 July we will hold peaceful protests across Pakistan against Imported govt imposed on Pak by US regime change conspiracy &amp; the NRO2 they engineered to save their Rs 1100 bn corruption plus spiralling prices crushing nation. I will lead the Islamabad protest at Parade Ground.,14355,40813
2022-06-27 10:42:38+00:00,CMShehbaz,"Polio is a deadly virus that threatens not just life but also the future of our children. It is regrettable that we have not fully eliminated it so far. Polio campaign starting today aims to target 25 most vulnerable districts. Let us make it a success&amp; defeat polio, once for all",480,2144
2022-06-26 09:53:03+00:00,CMShehbaz,Heartiest congratulations to Army Chief General Qamar Javed Bajwa on conferment of King Abdulaziz Medal for his contributions to strengthening defence ties between our two brotherly countries. It is a great honour for the people and the armed forces of Pakistan. 🇵🇰 🇸🇦,1107,6990
2022-06-25 16:26:28+00:00,ImranKhanPTI,"LBEs are to be held in 4 divs of Sindh. Despite PPP terrorising our candidates &amp; not following SC orders to devolve authority to local reps under Art 140A, we are taking part in the elections. 
I ask people of Sindh to vote for PTI candidates &amp; eliminate the #ZardariMafia",11600,32685
2022-06-25 08:18:22+00:00,CMShehbaz,I extend my heartiest congratulations to His Highness Sheikh Tamim bin Hamad Al-Thani on the 9th anniversary of assuming reins of government. Qatar is making massive strides under his leadership &amp; the bilateral relations between Pakistan &amp; Qatar remain excellent.,517,2806
2022-06-24 17:20:22+00:00,CMShehbaz,Macroeconomic stability is the first step. What the coalition government is aiming to achieve is economic self-sufficiency. This precisely is the spirit of the budget. Our national security is very closely tied to economic reliance.,214,960
2022-06-24 17:19:43+00:00,CMShehbaz,"Let me make two things absolutely clear here. First, it is a direct tax on the income of people &amp; industries falling in certain categories of income. Secondly, the proceeds from this measure will be spent in the most productive of ways for people facing financial constraints.",245,1073
2022-06-24 17:17:39+00:00,CMShehbaz,"Government has taken this decision for the purpose of poverty alleviation. We have asked our affluent segment of society to fulfil the national duty by sharing the burden, for it is the poor who have always borne the brunt &amp; rendered sacrifices for the country.",164,652
2022-06-24 17:16:15+00:00,CMShehbaz,This is the first budget that contains the plan for revival of the economy. The hard decisions we have taken will enable the country to overcome the economic crisis. The government has tried its best to place minimum burden on lower income &amp; salaried class.,172,739
2022-06-24 17:15:09+00:00,CMShehbaz,"When the coalition government got into power, it had 2 paths open to it; whether to go for elections &amp; leave the economy broken or address the economic challenges first. We opted to save Pakistan from economic quagmire even if it involved political risks. We put Pakistan first.",230,963
2022-06-24 17:13:46+00:00,CMShehbaz,"In the following tweets, I explain the rationale behind the announcement of 10% super tax on the affluent people.",763,3783
2022-06-24 16:50:32+00:00,CMShehbaz,"Congratulations to the whole team led by CM Punjab Hamza Shehbaz for introducing a comprehensive, progress Local Government Act 2022. An effective, efficient &amp; autonomous local government system is key to delivering on citizens' expectations. It will help produce local leadership",623,2977
2022-06-24 05:17:43+00:00,CMShehbaz,Leaving for Gwadar today. Will review progress on the ongoing development work. Will also oversee the signing of MoU with Indus Hospital for construction of a world-class hospital. Development is meaningless if it does not translate into uplift of local people's lives.,647,3649
2022-06-23 14:48:14+00:00,ImranKhanPTI,"Innā li-Llāhi wa inna ilayhi rāji'ūn. 
Saddened to learn of the passing of  Shaykh Mahmud Effendi of Turkey.  He revived Islam &amp; Sunnah at a  challenging time, inspiring millions of people in #Turkey &amp; around the World. 
A great loss for the Ummah.",14049,56020
2022-06-22 08:41:21+00:00,ImranKhanPTI,My condolences &amp; prayers go to the Govt &amp; people of Afghanistan for the loss of lives suffered in the earthquake. I have asked the KP Govt to especially facilitate provision of all medical assistance.,11363,39219
2022-06-22 06:49:41+00:00,CMShehbaz,"Deeply grieved to learn about earthquake in Afghanistan, resulting in loss of innocent lives. People in Pakistan share the grief &amp; sorrow of their Afghan brethren. Relevant authorities working to support Afghanistan in this time of need.",435,2036
2022-06-22 06:09:31+00:00,CMShehbaz,Our government stands firmly behind Roshan Digital Account scheme. Happy that yesterday State Bank received $57 million the largest inflow in a day ever. We have now crossed $4.5 billion in total deposits. I thank overseas Pakistanis for reposing their trust in the motherland.,1250,6672
2022-06-21 14:55:22+00:00,CMShehbaz,Hearing about the massive evacuations in wake of heavy floods &amp; landslides in southern China. We express our sympathies for and solidarity with our Chinese brothers and sisters in this time of hardship.,465,2223
2022-06-21 11:41:45+00:00,CMShehbaz,I pay my rich tributes to Shaheed Mohtarama Benazir Bhutto on her 69th birthday. Our democracy is poorer without her &amp; the void left by her martyrdom will never be filled. She fearlessly &amp; staunchly advocated the causes she believed in. May Allah rest her soul in peace,1138,6012
2022-06-20 16:49:41+00:00,CMShehbaz,"Government has decided to continue targeted subsidy on five essential items of daily use at Utility Stores for the next financial year. We are working toward a transparent, efficient &amp; digital system where various subsidies will be brought under one umbrella.",1195,4523
2022-06-20 10:35:34+00:00,CMShehbaz,Our non-Muslim citizens are part &amp; parcel of our national fabric. I have approved the establishment of a task force on the rights of minorities. This body will oversee the implementation of measures about the rights of minorities &amp; present quarterly report to me.,584,2674
2022-06-20 08:13:27+00:00,ImranKhanPTI,"Rs 1100 bn of the Rs 1200 bn that was being investigated by NAB will now be out of NAB's jurisdiction, giving this criminal mafia their NRO2. History will neither forget nor forgive all those who were part of &amp; enabled this conspiracy against Pakistan to succeed.",9738,25107
2022-06-20 08:13:27+00:00,ImranKhanPTI,"Our Prophet PBUH had said societies are destroyed when the poor are jailed while the rich are not held accountable. Today, with this one amended NAB law we are heading towards destruction by removing white collar criminals from accountability.",11237,31345
2022-06-20 08:13:26+00:00,ImranKhanPTI,"At a time when our economy had stabilised &amp; was moving towards sustainable growth of 6%, the conspirators chose to destabilise Pak by sending economy into a tailspin &amp; dropping a price bomb on our ppl - just to give these criminals NRO2.",6819,18939
2022-06-20 08:13:25+00:00,ImranKhanPTI,Today is Black Day in Pak's history when Imported govt of crooks amended NAB law comes in ending accountability. Entire economy &amp; pol system of Pak was derailed thru US-backed regime change conspiracy simply to give this cabal of crooks another NRO. PMLN's Dastgir confirmed this.,18772,50105
2022-06-17 15:25:55+00:00,ImranKhanPTI,"I am confident that prerequisite onsite visit of FATF team to confirm completed work on our action plan will pass successfully too. Hammad Azhar, members of his FATF coord committee &amp; officers who worked on this task performed exceptionally well. The whole country is proud of you",9855,28704
2022-06-17 15:25:54+00:00,ImranKhanPTI,"FATF repeatedly praised work &amp; the political will my govt demonstrated. We not only averted blacklisting, but also completed 32 out of 34 action items. We submitted compliance report on remaining 2 items in April based on which FATF now declared Pak's Action Plan as completed.",9337,27983
2022-06-17 15:25:54+00:00,ImranKhanPTI,I constituted a FATF Coordination Committee headed by key minister Hammad Azhar. The committee had representation from all govt departments &amp; security agencies relevant to our FATF action plan. The officers worked day &amp; night in the first instance to avoid blacklisting.,6311,17932
2022-06-17 15:25:53+00:00,ImranKhanPTI,"Pak was nominated for grey listing by FATF in Feb 2018 &amp; had to complete the most challenging action plan ever given to any jurisdiction. When my govt took over, we faced dire prospect of Blacklisting by that body. Our past compliance history with FATF was also not favourable.",18729,55431
2022-06-17 09:59:51+00:00,CMShehbaz,Pakistan’s accession to Apostille Convention will facilitate &amp; ease a significant burden on Pakistanis traveling &amp; living abroad. Creating smooth processes for our citizens is a priority for us. Now Pakistani notarized documents will be accepted in 100+ countries.,680,2916
2022-06-16 17:44:14+00:00,ImranKhanPTI,Sadly another wave of inflation is coming as Rupee devalues further - has fallen 15% (Rs 30) to the dollar since Imported govt of crooks came to power through US regime change conspiracy.,8915,24801
2022-06-16 04:32:01+00:00,CMShehbaz,"Acutely aware of the impact that a fuel price hike causes. Govt is left with no choice but to raise the prices due to IMF deal that PTI govt signed. Will take the nation into confidence on the specifics of the IMF-PTI deal soon. We will get out of these economic difficulties, IA.",1695,7903
2022-06-15 17:11:53+00:00,CMShehbaz,"Special Economic Zones (SEZ) are an important component of CPEC, capable of accelerating our economic growth &amp; creating job opportunities. During my visit to Rashakai today, I inspected the pace of construction &amp; directed for plugging the loopholes in coordination.",473,2101
2022-06-15 09:28:26+00:00,ImranKhanPTI,"Police &amp; local administration have become complicit with this mafia &amp; had unleashed a reign of terror on peaceful PTI workers, ldrs &amp; their families. Now they feel they r not answerable before the people's elected ldrship. We cannot allow such anarchy &amp; criminal rule to prevail.",9288,25882
2022-06-15 09:28:25+00:00,ImranKhanPTI,"Ever since Imported Crime Minister's corrupt son illegally grabbed power in Punjab thru a farcical election there is complete political anarchy in Pak's most populous province. People suffering, farmers crops under threat, no governance in sight just a criminal mafia running riot",15234,43223
2022-06-15 06:42:54+00:00,CMShehbaz,"Happy birthday to H.E. President Xi Jinping. As an Iron Brother, China, under his dynamic leadership, has emerged as All-Weather Strategic Cooperative Partner of Pakistan. We deeply appreciate President Xi's resolve to build Pakistan-China Community of Shared Future. 🇵🇰 🇨🇳",995,5818
2022-06-14 16:43:02+00:00,ImranKhanPTI,"the Indian govt chose to target the Muslim protestors by demolishing their homes. This inhumane, fascistic action is utterly condemnable &amp; straight out of the Israeli playbook.",14148,40717
2022-06-14 16:43:01+00:00,ImranKhanPTI,"Shocking how Indian officials demolished the homes of Indian Muslims protesting against the blasphemous statements of BJP spokesperson against our beloved Holy Prophet PBUH. Instead of showing sensitivity to their Muslim citizens who, along with Muslims worldwide were deeply hurt",23026,63986
2022-06-13 10:22:30+00:00,CMShehbaz,"India has unleashed its brute &amp; oppressive state apparatus to browbeat Indian Muslims into submission. The whole plan is to further marginalise them politically, economically &amp; culturally. The reality of India's ""democratic face"" is before the world to see.",1167,4561
2022-06-12 15:04:35+00:00,CMShehbaz,"Prevalence of child labour means that all the material progress the world has made remains meaningless unless it can deliver a bright, secure &amp; fulfilling future to children. Doing so is not just economic necessity but also a moral imperative, one that is at core of our humanity.",556,2381
2022-06-12 11:28:25+00:00,CMShehbaz,New Afghan visa policy by our govt is part of our efforts to continue helping our Afghan brothers &amp; sisters in their hour of need. Grant of transit visa will help them complete paperwork for onward travel. International community should also lend a helping hand to people of 🇦🇫,550,2670
2022-06-12 08:41:39+00:00,CMShehbaz,"Budget represents a significant improvement in several ways. It has provided more educational opportunities for our youth, particularly from Balochistan &amp; targeted subsidies for financially weaker people. More importantly, it has taxed non-productive assets of the rich.",475,1976
2022-06-12 08:02:52+00:00,ImranKhanPTI,"Given the special needs of tribal districts my govt had increased their  funding by 3x to Rs 131 bn.Imported 
Govt has budgeted only Rs 110bn, reduced dev funding, 0 allocation for displaced persons &amp; 0 increase in current budget.Shows incompetence &amp; ill intent of govt of crooks.",11722,34269
2022-06-10 17:12:56+00:00,ImranKhanPTI,"And on the other hand retard economic growth due to high interest rates. All our progressive tax reforms and Pro-poor programs such as Sehat card, Kamyab Pakistan are being shelved. It is an unimaginative, Purana Pakistan budget creating more burdens &amp; misery for the nation.",11694,32565
2022-06-10 17:12:56+00:00,ImranKhanPTI,We reject this anti people &amp; anti business budget presented by Imported govt. Budget is based on unrealistic assumptions on inflation(11.5%) &amp; economic growth(5%). Today's SPI of 24% indicates that inflation will be between 25/30% which on the one hand will destroy the common man,19727,54602
2022-06-10 16:22:40+00:00,CMShehbaz,"As promised, no cuts in the budget for higher education sector. The development budget for the HEC has been increased from Rs. 26 bilion to Rs. 44 billion, representing an increase of 67%. Our commitment to education is firm &amp; absolute.",1729,7479
2022-06-10 14:24:30+00:00,CMShehbaz,"Congratulations to Federal Minister for Finance @MiftahIsmail &amp; his entire team on the presentation of a balanced, progressive and pro-people budget. Making a budget in financially challenging times with so many constraints is no less than a herculean task.",732,2285
2022-06-10 14:23:19+00:00,CMShehbaz,Government has increased funding for Benazir Income Support Program. Benazir scholarship program has been extended to ten million students.,713,2107
2022-06-10 14:22:24+00:00,CMShehbaz,Zero tax has been announced for import of agricultural machinery and implants. This major step will enable our farmers &amp; agriculture to progress.,257,1053
2022-06-10 14:21:47+00:00,CMShehbaz,Government has reduced tax on import and distribution of solar panels to ZERO.,440,1964
2022-06-10 14:20:33+00:00,CMShehbaz,Government has decided to tax non-productive assets of the rich including 5% tax on purchase of second property &amp; increase in tax on luxury cars.,239,1160
2022-06-10 14:19:32+00:00,CMShehbaz,The tax slabs have been revised. Those earning up to Rs. 1.2 million (12 lakh rupay) annually have been exempted from taxes.,189,768
2022-06-10 14:18:39+00:00,CMShehbaz,"Mindful of the financial difficulties of the employees in public sector, the government has given a raise of 15% &amp; merger of ad hoc allowance in their basic pay.",170,647
2022-06-10 14:17:51+00:00,CMShehbaz,We have allocated billions of rupees for targeted subsidies. This amount is in addition to Rs. 344 billion allocated for BISP. Only deserving people to get the subsidy.,174,581
2022-06-10 14:15:27+00:00,CMShehbaz,Sharing my thoughts on how we aim to shield financially weaker citizens from economic hardships by having financially stronger people contribute more to national treasure through taxes:,1026,4153
2022-06-10 14:07:21+00:00,CMShehbaz,"These are difficult times brought upon us by recent years of economic mismanagement. Through this budget, my govt will steer our way out of these challenges by taking tough decisions while minimising impact on vulnerable segments of population.",1007,3810
2022-06-10 07:55:01+00:00,CMShehbaz,"As part of efforts to ease difficulties of people of Gwadar, federal government has decided to provide solar panels for domestic consumers. I have also directed for the completion of work on transmission lines in South Balochistan by Dec &amp; a plan for comprehensive off-grid system",764,3433
2022-06-09 15:19:05+00:00,ImranKhanPTI,Saddened to learn of the passing of our MNA Aamir Liaquat. My condolences and prayers go to his family.,14831,79330
2022-06-08 12:17:39+00:00,CMShehbaz,"Special thanks to our agiculturalists, captains of commerce, trade and industry, IT and finance experts for their active participation &amp; proposals. Pre-budget Business Conference was perfect platform for a candid exchange of views on the economic challenges &amp; the way forward. 🇵🇰",254,1053
2022-06-08 12:16:55+00:00,CMShehbaz,"What the nation is going through right now is certainly a difficult time. The hard decisions were necessitated by circumstances. We will sail through these times, Insha’Allah. Your government has introduced austerity measures to share the burden that you are feeling.",677,1833
2022-06-08 12:15:40+00:00,CMShehbaz,"Land is a limited asset, which is being swallowed up by housing societies. We will introduce measures to discourage unproductive use of land. I am convinced that agriculture can turn around our economy, provided we support it through a set of enabling policies.",765,2320
2022-06-08 12:14:24+00:00,CMShehbaz,"Info Tech sector has shown amazing promise for growth. There is a tremendous potential for IT exports. We will focus on policies to enable IT field to unpack its potential. If right set of policies are in place, IT sector is capable of exporting up to $15 billion in 2-4 years.",566,1561
2022-06-08 12:11:02+00:00,CMShehbaz,"During my foreign visits, I have focused my time &amp; energy on repairing the damage done to our relations with friendly countries during the past 4 years. We have prioritized areas for mutual cooperation in the fields of IT, commerce, finance, energy, infrastructure &amp; investment.",568,1405
2022-06-08 12:09:09+00:00,CMShehbaz,"Coalition govt has taken some difficult decisions to stabilize economy. We didn’t care for their impact on our political capital, for doing so is in the best interest of Pakistan. For how long will we continue to be consumed by our narrow interests at the cost of national duties?",582,1548
2022-06-08 12:07:26+00:00,CMShehbaz,We need to increase our exports and reduce imports to come out of recurrent balance of payment crisis. I proposed the public-private partnership as a way of involving our private sector in the conception &amp; execution of development projects. This will bring in fresh ideas.,544,1294
2022-06-08 12:05:15+00:00,CMShehbaz,"In light of the outcomes of the Pre-Budget Business Conference, I have decided to form various task forces consisting of experts &amp; professionals belonging to IT, export, agriculture, finance sectors &amp; food security to finalise the proposals for fast-paced implementation.",518,1262
2022-06-08 12:04:00+00:00,CMShehbaz,"While we have had excellent human resource, fertile lands &amp; plans, what we have lacked all along is the will to turn strategies into concrete actions. We have faltered on executing the projects leading to cost &amp; time overruns. We need to break this logjam that has held us back.",184,668
2022-06-08 11:57:44+00:00,CMShehbaz,Sharing with you some of the key highlights of my speech delivered at the pre-budget business conference:,1060,4886
2022-06-07 08:59:42+00:00,CMShehbaz,"Today's pre-budget business conference is part of our national dialogue on the economy. I will interact with the business community &amp; other stakeholders associated with commerce, industry and trade. Vital to include their input in economic decision-making.",735,3823
2022-06-06 17:24:53+00:00,CMShehbaz,"I will address pre-budget seminar tomorrow that brings various stakeholders together to discuss challenges &amp; opportunities our economy presents. We aim to refine ideas for integrated national strategy that encompasses business, IT, agriculture with focus on enhancing exports.",1167,4970
2022-06-06 03:38:05+00:00,CMShehbaz,Sad to hear about the loss of precious lives in a fire incident in Bangladesh. My heartfelt condolences &amp; most sincere sympathies are with the government and people of Bangladesh.,905,5525
2022-06-05 17:16:33+00:00,ImranKhanPTI,This attack on our Holy Prophet PBUH is the most painful thing anyone can do to Muslims who feel an intense love &amp; reverence for our Holy Prophet PBUH. OIC must take strong action ag Modi's India bec sadly so far India has been allowed to get away with its Islamophobic policies.,24685,60972
2022-06-05 17:16:32+00:00,ImranKhanPTI,Strongly condemn the hateful attack by a BJP spokesperson on our beloved Holy Prophet PBUH. Modi govt has been deliberately following a policy of provocation &amp; hatred towards Muslims in India including inciting vigilante violence against them.,37075,93581
2022-06-05 14:42:11+00:00,CMShehbaz,Our love for the Holy Prophet (PBUH) is supreme. All Muslims can sacrifice their life for the Love &amp; Respect of their Holy Prophet (PBUH).,3519,15384
2022-06-05 06:26:23+00:00,CMShehbaz,"On World Environment Day today, the theme of #OnlyOneEarth is a clarion call for a united global action to address multifaceted challenge of climate change. It is critical that developing countries are provided with climate financing to fight environmental hazards.",610,2989
2022-06-04 06:34:53+00:00,CMShehbaz,"I am convinced more than ever before that development of Pakistan is linked with peace, stability &amp; progress of Balochistan. The coalition govt aims to assist Balochistan by working with the provincial govt &amp; local elders to chart the way forward.",326,1438
2022-06-04 06:34:01+00:00,CMShehbaz,"The same holds true for Gwadar seaport &amp; construction of Gwadar airport. No dredging was carried out at seaport &amp; thus no large cargo ship can be anchored. Have ordered quick completion of Gwadar University, airport &amp; installation of desalination plant for clean drinking water.",336,1524
2022-06-04 06:32:40+00:00,CMShehbaz,"During my visit to Gwadar, I witnessed how PTI govt miserably failed the people of Gwadar. Despite wasting billions of rupees &amp; precious time, it could not complete any project for resolution of water &amp; electricity issues for the locals who gave great sacrifices for Gwadar port.",946,3950
2022-06-03 06:51:31+00:00,ImranKhanPTI,"This afternoon I will be addressing a jalsa in Buner where I will be pointing out how Imported govt is a willing tool being used by US regime change conspirators, esp those foreign interests who want to cause economic chaos &amp; hardship for our people &amp; weaken the state of Pakistan",16025,45894
2022-06-02 17:42:34+00:00,ImranKhanPTI,I want everyone to come out &amp; protest peacefully after Juma prayers tomorrow against this Imported govt's anti-people policies of massive price hikes to crush the public &amp; wreak economic havoc in the country since they have no stakes here as their assets are all abroad.,12267,30127
2022-06-02 17:28:22+00:00,ImranKhanPTI,Our govt sustained pressure of Covid &amp; gave Rs 1200 bn worth economic package. This yr alone we reduced sales tax to zero percent &amp; additionally provided Rs 466 bn energy subsidies to protect our public. For us our priority has always been our people.,13383,33866
2022-06-02 17:28:21+00:00,ImranKhanPTI,"Imported govt has increased petroleum prices by 40% or Rs 60 per litre.This will increase burden on the public by Rs 900 bn &amp; price hike in basic necessities. Plus, the Rs 8 increase in electricity price will put entire country into shock.Expect inflation by 30% highest in 75 yrs",24629,62175
2022-06-02 17:06:13+00:00,ImranKhanPTI,This cabal of crooks poses a far more serious threat to Pakistan than any of our external enemies.,11455,30022
2022-06-02 05:13:28+00:00,CMShehbaz,"While I am in Turkey inking agreements, Imran Niazi is making naked threats against the country. If at all any proof was needed that Niazi is unfit for public office, his latest interview suffices. Do your politics but don't dare to cross limits &amp; talk about division of Pakistan.",2677,11131
2022-06-01 12:36:21+00:00,CMShehbaz,"Foreign investment is critical to our efforts to stabilize the economy. In my meeting with leading Turkish investors today, I invited them to invest in the energy &amp; infrastructure sectors. My government will be there to facilitate them proactively.",833,4046
2022-06-01 06:27:26+00:00,CMShehbaz,"In my interaction with Turkish business community last night, I expressed my keen desire to take volume of bilateral trade to $5 billion in 2 years. We will take necessary steps to facilitate visas for Turkish citizens &amp; business persons to boost trade &amp; people-to-people contacts",1212,4977
2022-05-31 14:22:00+00:00,ImranKhanPTI,"The NAB bill amendment is basically an NRO &amp; will destroy the anti corruption drive in Pakistan for all times to come. All cases against NS, SS &amp; AZ will be closed &amp;a new round of mega corruption will commence.",9443,25166
